,Source,Target,Weight
801,Angus,Blossom,2
802,Midyir,Haughty,2
803,Earth,Place,2
804,Earth,Mantle,2
805,Earth,Fire,2
806,Dagda,Ogma,2
807,Nuada,Earth,2
808,Wielder,White,2
809,Wielder,Light,2
810,White,Light,2
811,Light,Earth,2
812,Angus.,Sword,2
813,Light,Brigit,2
814,Light,Cauldron,2
815,Light,Plenty,2
816,Sword,Plenty,2
817,Sword,Spear,2
818,Sword,Victory,2
819,Light,Victory,2
820,Light,Stone,2
821,Light,Destiny,2
822,Brigit,Stone,2
823,Cauldron,Stone,2
824,Cauldron,Destiny,2
825,Plenty,Spear,2
826,Plenty,Victory,2
827,Plenty,Destiny,2
828,Spear,Destiny,2
829,Spear,Power,2
830,Victory,Destiny,2
831,Earth,Ones,2
832,Earth,Ogma,2
833,Ones,Sword,2
834,Ones,Light,2
835,Ogma,Sword,2
836,Ogma,Light,2
837,Ogma,Danaan,2
838,Sword,Danaan,2
839,Sword,World,2
840,Light,World,2
841,Danaan,Spear,2
842,Danaan,Victory,2
843,Nuada,Spear,2
844,Nuada,Victory,2
845,Nuada,Danaan,2
846,Spear,Danaan,2
847,Spear,World,2
848,Victory,Danaan,2
849,Victory,World,2
850,Victory,Dagda,2
851,Cauldron,Danaan,2
852,Plenty,Danaan,2
853,Stone,Danaan,2
854,Stone,World,2
855,Destiny,Danaan,2
856,Danaan,Brigit,2
857,Danaan,Rain,2
858,Brigit,Stars,2
859,Brigit,Blackness,2
860,Midyir,Spear,2
861,Spear,Life,2
862,Spear,Fire,2
863,Ruby,Brigit,2
864,Ruby,Mantle,2
865,Splendour,Mantle,2
866,Earth,Silver,2
867,Midyir,Everything,2
868,Cauldron,Gift,2
869,Earth,Hands,2
870,Mananaun,Edge,2
871,Mananaun,Mantle,2
872,Sword,Wave,2
873,Sword,Mananaun,2
874,Sword,Time,2
875,Mananaun,Time,2
876,Mananaun,Crystal,2
877,Earth,Destiny,2
878,Stone,Hands,2
879,Destiny,Hands,2
880,Destiny,Stone,2
881,Stone,Grass,2
882,Stone,Music,2
883,Earth,Angus,2
884,Earth,Wonder-tales,2
885,Angus,Fingers,2
886,Angus,Fishes,2
887,Land,Young,2
888,Earth,Fishes,2
889,Earth,Well,2
890,Failinis,World,2
891,Mananaun,Things,2
892,Mananaun,Nothing,2
893,Danaans,Tir-nan-oge,2
894,Flame,Brigit,2
895,Ogma,Knot,2
896,Ogma,Remembrance,2
897,Ogma,Fringe,2
898,Ogma,Mantle,2
899,White,Island,2
900,White,Name,2
901,Brigit,Name,2
902,Destiny,Ireland,2
903,Destiny,Ogma,2
904,Ogma,Brigit,2
905,Ireland,Glow,2
906,Ireland,Tops,2
907,Mananaun,Darkness,2
908,Ireland,People,2
909,Danaans,People,2
910,Danaans,Spear,2
911,Danaans,Victory,2
912,Spear,Fomor,2
913,Victory,Fomor,2
914,Great,Steam,2
915,Great,Water,2
916,Demons,Icy,2
917,Demons,Wind,2
918,Danaans,Tracks,2
919,Fomor,Danaans,2
920,Fomor,Victory,2
921,Fomor,Cauldron,2
922,Spear,Cauldron,2
923,Spear,Plenty,2
924,Spear,Magic,2
925,Victory,Cauldron,2
926,Victory,Plenty,2
927,Victory,Magic,2
928,Cauldron,Dagda,2
929,Plenty,Dagda,2
930,Plenty,Danaans,2
931,Magic,Harp,2
932,Harp,Ireland,2
933,Dagda,Danaans,2
934,Danaans,Tribute,2
935,Danaans,Lauve,2
936,Ireland,Tribute,2
937,Lugh,Power,2
938,Lauve,Sons,2
939,Fauda,Sons,2
940,Ireland,Dagda,2
941,Angus,Hands,2
942,Angus,Hair,2
943,Dagda,Dignity,2
944,Dagda,Fomor,2
945,Cauldron,Ireland,2
946,Ireland,Salmon,2
947,Fomorians,King,2
948,Ochone,Grief,2
949,Ochone,Action,2
950,Ochone,Fomor,2
951,Pooka,Trees,2
952,Dagda,Moment,2
953,Angus,Fire-ball,2
954,Angus,Hand.,2
955,Angus,Fomor,2
956,Angus,Boy,2
957,Mananaun,Tir-nan-oge,2
958,Balor,Time,2
959,Angus,Thing,2
960,Pooka,Turnip,2
961,Pooka,Mouth,2
962,Action,Boy,2
963,Pooka,Bird,2
964,Action,Hare,2
965,Pooka,Son,2
966,Dagda,Transformation,2
967,Fomorian.,Sshh,2
968,Sshh,Hii,2
969,Sshh,Tear,2
970,Sshh,Dog,2
971,Sshh,Balor,2
972,Sshh,Son,2
973,Sshh,Creature,2
974,Sshh,Dagda,2
975,Balor,Egg,2
976,Angus,Mind,2
977,Balor,Breath,2
978,Balor,Action,2
979,Dagda,Wind,2
980,Pooka,Leaf,2
981,Pooka,Dagda,2
982,Dagda,Leaf,2
983,Dagda,Bosom,2
984,Balor,Son.,2
985,Dagda,One,2
986,Balor,Wood,2
987,Fomorians,Dagda,2
988,Fomorians,Wind,2
989,Fomor,Evil,2
990,Balor,Harp,2
991,Evil,Harp,2
992,Eye,Harp,2
993,Fomor,Flame,2
994,Fomor,Country,2
995,Pooka,Fawn,2
996,Dagda,Music,2
997,Action,Gobhaun,2
998,Saor,House,2
999,Gobhaun,Sheepskin,2
1000,Sheepskin,Miles,2
1001,Come,World,2
1002,Dagda,Beggar,2
1003,Dagda,Man,2
1004,Angus,Beggar,2
1005,Angus,Man,2
1006,Fomorians,Pot,2
1007,Angus,Tell-,2
1008,Angus,Piece,2
1009,Dagda.,Piece,2
1010,Dagda.,Gold,2
1011,Fomorians,Day,2
1012,Dagda,Night,2
1013,Gobhaun,Angus,2
1014,Saor,Angus,2
1015,Saor,Woman,2
1016,Gobhaun,Wind,2
1017,Saor,Wind,2
1018,Gobhaun,Feast,2
1019,Gobhaun,Year,2
1020,Son,Pipe,2
1021,Son,Word,2
1022,Son,King,2
1023,Land,Fortune,2
1024,Land,Gobhaun,2
1025,Land,Saor,2
1026,Wave,Fortune,2
1027,Wave,Son,2
1028,Wave,Gobhaun,2
1029,Wave,Saor,2
1030,Gobhaun,Wonder-tales,2
1031,Gobhaun,World,2
1032,Saor,Wonder-tales,2
1033,Son,Feet,2
1034,Son,Head,2
1035,Son,Hands,2
1036,Gobhaun,Sea-god,2
1037,Gobhaun,Eyes,2
1038,Saor,Mananaun,2
1039,Saor,Shortening,2
1040,Saor,Eyes,2
1041,Gobhaun,Help,2
1042,Gobhaun,Hand,2
1043,Saor,Hand,2
1044,Mananaun,Hand,2
1045,Mananaun,Sun,2
1046,Gobhaun,Story,2
1047,Son,Story,2
1048,Son,Oge,2
1049,Mor,Wonder-tales,2
1050,White,Strand,2
1051,Strand,Boat,2
1052,Gobhaun,King,2
1053,Saor,King,2
1054,Land,Boat,2
1055,Wave,Boat,2
1056,Saor,Boat,2
1057,Son,Token,2
1058,Gobhaun,Round,2
1059,Saor,Head,2
1060,Son,Cloak,2
1061,Gobhaun,Cloak,2
1062,Gobhaun,Place,2
1063,Saor,Cloak,2
1064,Son,Country,2
1065,Gobhaun,Country,2
1066,Land,Balor,2
1067,Land,King,2
1068,Balor,Road,2
1069,Evil,King,2
1070,Evil,Road,2
1071,Evil,Fomorians,2
1072,Eye,King,2
1073,Eye,Fomorians,2
1074,King,Road,2
1075,Son,Fire,2
1076,Sun,Fire,2
1077,Balor,Fire,2
1078,None,Fire,2
1079,Saor,Pot,2
